Value,Disaggregation combinations using this value,Number of indicators
Tumbiscatío,1,1
Tunkás,1,1
Turicato,1,1
Tuxcacuesco,1,1
Tuxcueca,1,1
Tuxpan,4,1
Tuxtilla,1,1
Tuxtla Chico,1,1
Tuxtla Gutiérrez,1,1
Tuzamapan de Galeana,1,1
Tuzantla,1,1
Tuzantán,1,1
Tzicatlacoyan,1,1
Tzimol,1,1
Tzintzuntzan,1,1
Tzitzio,1,1
Tzompantepec,1,1
Tzucacab,1,1
Técpan de Galeana,1,1
Uayma,1,1
Ucú,1,1
Umán,1,1
Unión de San Antonio,1,1
Unión de Tula,1,1
Unión Hidalgo,1,1
Unión Juárez,1,1
Ures,1,1
Uriangato,1,1
Urique,1,1
Ursulo Galván,1,1
Uruachi,1,1
Uruapan,1,1
Uxpanapa,1,1
Valerio Trujano,1,1
Valladolid,1,1
Valle de Bravo,1,1
Valle de Chalco Solidaridad,1,1
Valle de Guadalupe,1,1
Valle de Juárez,1,1
Valle de Santiago,1,1
Valle de Zaragoza,1,1
Valle Hermoso,1,1
Vallecillo,1,1
Valparaíso,1,1
Vanegas,1,1
Vega de Alatorre,1,1
Venado,1,1
Venustiano Carranza,4,1
Veracruz,1,1
Vetagrande,1,1
Vicente Guerrero,2,1
Victoria,2,1
Viesca,1,1
Villa Aldama,1,1
Villa Comaltitlán,1,1
Villa Corona,1,1
Villa Corzo,1,1
Villa de Allende,1,1
Villa de Arista,1,1
Villa de Arriaga,1,1
Villa de Chilapa de Díaz,1,1
Villa de Cos,1,1
Villa de Etla,1,1
Villa de Guadalupe,1,1
Villa de la Paz,1,1
Villa de Ramos,1,1
Villa de Reyes,1,1
Villa de Tamazulápam del Progreso,1,1
Villa de Tezontepec,1,1
Villa de Tututepec de Melchor Ocampo,1,1
Villa de Zaachila,1,1
Villa de Álvarez,1,1
Villa del Carbón,1,1
Villa Díaz Ordaz,1,1
Villa García,1,1
Villa González Ortega,1,1
Villa Guerrero,2,1
Villa Hidalgo,5,1
Villa Juárez,1,1
Villa Pesqueira,1,1
Villa Purificación,1,1
Villa Sola de Vega,1,1
Villa Talea de Castro,1,1
Villa Tejúpam de la Unión,1,1
Villa Unión,1,1
Villa Victoria,1,1
Villaflores,1,1
Villagrán,2,1
Villaldama,1,1
Villamar,1,1
Villanueva,1,1
Vista Hermosa,1,1
Xalapa,1,1
Xalatlaco,1,1
Xalisco,1,1
Xaloztoc,1,1
Xalpatláhuac,1,1
Xaltocan,1,1
Xayacatlán de Bravo,1,1
Xichú,1,1
Xico,1,1
Xicohtzinco,1,1
Xicotepec,1,1
Xicotlán,1,1
Xicoténcatl,1,1
Xilitla,1,1
Xiutetelco,1,1
Xocchel,1,1
Xochiapulco,1,1
Xochiatipan,1,1
Xochicoatlán,1,1
Xochihuehuetlán,1,1
Xochiltepec,1,1
Xochimilco,1,1
Xochistlahuaca,1,1
Xochitepec,1,1
Xochitlán de Vicente Suárez,1,1
Xochitlán Todos Santos,1,1
Xonacatlán,1,1
Xoxocotla,2,1
Yahualica de González Gallo,1,1
Yahualica,1,1
Yajalón,1,1
Yanga,1,1
Yaonáhuac,1,1
Yauhquemehcan,1,1
Yautepec,1,1
Yaxcabá,1,1
Yaxe,1,1
Yaxkukul,1,1
Yecapixtla,1,1
Yecuatla,1,1
Yehualtepec,1,1
Yobaín,1,1
Yogana,1,1
Yuriria,1,1
Yurécuaro,1,1
Yutanduchi de Guerrero,1,1
Yécora,1,1
Zacapala,1,1
Zacapoaxtla,1,1
Zacapu,1,1
Zacatecas,1,1
Zacatelco,1,1
Zacatepec,1,1
Zacatlán,1,1
Zacazonapan,1,1
Zacoalco de Torres,1,1
Zacualpan de Amilpas,1,1
Zacualpan,2,1
Zacualtipán de Ángeles,1,1
Zamora,1,1
Zapopan,1,1
Zapotiltic,1,1
Zapotitlán de Méndez,1,1
Zapotitlán de Vadillo,1,1
Zapotitlán Lagunas,1,1
Zapotitlán Palmas,1,1
Zapotitlán Tablas,1,1
Zapotitlán,1,1
Zapotlanejo,1,1
Zapotlán de Juárez,1,1
Zapotlán del Rey,1,1
Zapotlán el Grande,1,1
Zaragoza,4,1
Zautla,1,1
Zempoala,1,1
Zentla,1,1
Zihuatanejo de Azueta,1,1
Zihuateutla,1,1
Ziltlaltépec de Trinidad Sánchez Santos,1,1
Zimapán,1,1
Zimatlán de Álvarez,1,1
Zinacantepec,1,1
Zinacantán,1,1
Zinacatepec,1,1
Zinapécuaro,1,1
Zináparo,1,1
Ziracuaretiro,1,1
Zirándaro,1,1
Zitlala,1,1
Zitácuaro,1,1
Zongolica,1,1
Zongozotla,1,1
Zontecomatlán de López y Fuentes,1,1
Zoquiapan,1,1
Zoquitlán,1,1
Zozocolco de Hidalgo,1,1
Zumpahuacán,1,1
Zumpango,1,1
Álamo Temapache,1,1
Álvaro Obregón,2,1
Ánimas Trujano,1,1
