Value,Disaggregation combinations using this value,Number of indicators
Calakmul,2,2
Calkiní,2,2
Campeche,2,2
Candelaria,2,2
Carmen,2,2
Champotón,2,2
Dzitbalché,2,2
Escárcega,2,2
Hecelchakán,2,2
Hopelchén,2,2
Palizada,2,2
Seybaplaya,2,2
Tenabo,2,2
