Value,Disaggregation combinations using this value,Number of indicators
Azcapotzalco,2,2
Benito Juárez,2,2
Coyoacán,2,2
Cuajimalpa de Morelos,2,2
Cuauhtémoc,2,2
Gustavo A. Madero,2,2
Iztacalco,2,2
Iztapalapa,2,2
La Magdalena Contreras,2,2
Miguel Hidalgo,2,2
Milpa Alta,2,2
Tlalpan,2,2
Tláhuac,2,2
Venustiano Carranza,2,2
Xochimilco,2,2
Álvaro Obregón,2,2
